id;budget;genres;imdb_id;original_title;overview;popularity;poster_path;production_countries;release_date;title;vote_average;vote_count
105077;0;[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}];tt1286130;Battlestar Galactica: The Plan;When the initial Cylon attack against the Twelve Colonies fails to achieve complete extermination of human life as planned, twin Number Ones (Cavils) embedded on Galactica and Caprica must improvise to destroy the human survivors.;6.190.967;/8pTymK6Hqt3MZ9RlnfLpzv2kclP.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];27/10/2009;Battlestar Galactica: The Plan;6.6;145
4551;53000000;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0377471;Be Cool;Disenchanted with the movie industry, Chili Palmer tries the music industry, meeting and romancing a widow of a music exec on the way.;13.314.233;/ekKCH7Zkb5ZTr1f1AczZY23FH.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];04/03/2005;Be Cool;5.4;296
26483;0;[{'id': 35, 'name': 'Comedy'}];tt0058953;Beach Blanket Bingo;In the fourth of the highly successful Frankie and Annette beach party movies, a motorcycle gang led by Eric Von Zipper kidnaps singing star Sugar Kane managed by Bullets, who hires sky-diving surfers Steve and Bonnie from Big Drop for a publicity stunt. With the usual gang of kids and a mermaid named Lorelei.;4.119.355;/9I85hGKWlfbTx02HUAB99KAEQLn.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/04/1965;Beach Blanket Bingo;7.0;12
26484;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}];tt0056860;Beach Party;Anthropology Professor Robert Orwell Sutwell and his secretary Marianne are studying the sex habits of teenagers. The surfing teens led by Frankie and Dee Dee don't have much sex but they sing, battle the motorcycle rats and mice led by Eric Von Zipper and dance to Dick Dale and the Del Tones.;0.816475;/lt8F6VkGzmfwFDintWSf98bkPzH.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];07/08/1963;Beach Party;6.8;14
1281;18000000;[{'id': 35, 'name': 'Comedy'}];tt0118689;Bean;"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").";12.799.853;/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];03/07/1997;Bean;6.3;602
27549;6000000;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];tt0101412;Beastmaster 2: Through the Portal of Time;Mark Singer returns as Dar, the warrior who can talk to the beasts. Dar is forced to travel to earth to stop his evil brother from stealing an atomic bomb, and turning their native land from a desert into... well... a desert! Written by Jim Palin;4.038.283;/AkvSKhzkWOOQGxe7I3LOaASiD3x.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];08/06/1991;Beastmaster 2: Through the Portal of Time;4.6;17
10020;25000000;[{'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10402, 'name': 'Music'}];tt0101414;Beauty and the Beast;Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.;23.433.511;/b9QJr2oblOu1grgOMUZF1xkUJdh.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];13/11/1991;Beauty and the Beast;7.5;3029
13313;0;[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}];tt0118692;Beauty and the Beast: The Enchanted Christmas;Belle prepares the castle for Christmas against Beast's wishes, trying to bring him happiness for the season...;8.169.404;/k0ijxxNbR3PXZtmLNjsVUWOIroN.jpg;[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];11/11/1997;Beauty and the Beast: The Enchanted Christmas;5.9;203
11806;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt0103786;Beethoven;"The Newton family live in their comfortable home, but there seems to something missing. This ""hole"" is filled by a small puppy, who walks into their home and their lives. Beethoven, as he is named, grows into a giant of a dog... a St Bernard. Doctor Varnick, the local vet has a secret and horrible sideline, which requires lots of dogs for experiments. Beethoven is on the bad doctor's list.";9.322.717;/rjmkdq77jvcJgXn0E88Fl2Qu7vI.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];03/04/1992;Beethoven;5.6;425
10438;15000000;[{'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}];tt0106375;Beethoven's 2nd;Beethoven is back -- and this time, he has a whole brood with him now that he's met his canine match, Missy, and fathered a family. The only problem is that Missy's owner, Regina, wants to sell the puppies and tear the clan apart. It's up to Beethoven and the Newton kids to save the day and keep everyone together.;5.886.769;/pQaMstkYVNyHxCMHeCPiHrZV2RJ.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];14/12/1993;Beethoven's 2nd;5.0;175
24476;0;[{'id': 35, 'name': 'Comedy'}];tt0206588;Beethoven's 3rd;Everyone's favorite St. Bernard returns in this family film about man's best friend. Richard Newton, his wife Beth and kids Brennan and Sara shove off in their camper for a road trip. Along the way, they gain a new passenger: slobbery Beethoven. The Newtons plan to return Beethoven to his owner -- but not before he turns hero when a pair of thieves enter the picture.;4.637.328;/589sIYeyNNABh4jhE4ZWdlgFdgq.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];25/07/2000;Beethoven's 3rd;4.4;63
78080;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt1855134;Beethoven's Christmas Adventure;A Christmas elf accidentally takes off in Santa's sleigh, crash lands in a small town, and loses the magic toy bag. Beethoven must rescue the elf, recover the bag from greedy crooks, and return the sleigh to Santa in time to save Christmas.;4.482.895;/qbRLmNz8FnZnWx6SDBhHZ8KyJuK.jpg;[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];08/11/2011;Beethoven's Christmas Adventure;5.3;20
295887;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}];tt3124476;Beethoven's Treasure Tail;After everyone's favorite St. Bernard gets fired from a movie, Beethoven begins the long journey home with his trainer, Eddie. On their way, they become stranded in a small coastal town where the beloved canine befriends a young boy who is searching for buried treasure.;1.206.403;/lzAY4bG6RTBH8Xo7DAzG5MNUrIL.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];02/10/2014;Beethoven's Treasure Tail;6.7;6
132344;3000000;[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}];tt2209418;Before Midnight;We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.;1.130.324;/uDdobcCBfPObD2pqDSTjXxELt3c.jpg;[{'iso_3166_1': 'GR', 'name': 'Greece'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];05/04/2013;Before Midnight;7.3;583
76;2500000;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];tt0112471;Before Sunrise;A dialogue marathon of a film, this fairytale love story of an American boy and French girl. During a day and a night together in Vienna their two hearts collide.;11.304.979;/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg;[{'iso_3166_1': 'AT', 'name': 'Austria'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];27/01/1995;Before Sunrise;7.7;984
80;2700000;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];tt0381681;Before Sunset;Nine years ago two strangers met by chance and spent a night in Vienna that ended before sunrise. They are about to meet for the first time since. Now they have one afternoon to find out if they belong together.;7.048.957;/gycdE1ARByGQcK4fYR2mgpU6OO.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];10/02/2004;Before Sunset;7.6;734
1483;33000;[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}];tt0101420;Begotten;Begotten is the creation myth brought to life, the story of no less than the violent death of God and the (re)birth of nature on a barren earth.;2.592.052;/zMblKkXheWIzwrnKlUIWEX1eq4E.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];30/04/1990;Begotten;5.0;64
8007;40000000;[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}];tt0159273;Behind Enemy Lines;While flying a routine reconnaissance mission over Bosnia, fighter pilot Chris Burnett photographs something he wasn't supposed to see and gets shot down behind enemy lines, where he must outrun an army led by a ruthless Serbian general. With time running out and a deadly tracker on his trail, Burnett's commanding officer decides to risk his career and launch a renegade rescue mission to save his life.;11.185.625;/dl1OgKeKxKQsOAqGM7TZRNozbKf.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/11/2001;Behind Enemy Lines;6.0;464
10005;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}];tt0497329;Behind Enemy Lines II: Axis of Evil;Navy SEALS, headed by Lt. Bobby James, are dispatched to North Korea on a covert mission, all in an effort to take out a missile site...;11.063.562;/dw1ArDmyrKgqWYohM6CGEpRMxca.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/10/2006;Behind Enemy Lines II: Axis of Evil;4.5;31
14028;0;[{'id': 10752, 'name': 'War'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt1208647;Behind Enemy Lines III: Colombia;Navy SEALS mount an attack on Colombian special forces to clear their names and rescue a hostage.;3.146.901;/eHVafhxHoPkmcAeRfR2TeS7wmwJ.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];06/01/2009;Behind Enemy Lines III: Colombia;5.0;33
42476;0;[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}];tt0068264;Ben;A lonely boy becomes good friends with Ben, a rat. This rat is also the leader of a pack of vicious killer rats, killing lots of people.;0.37223;/LvTapjbjdg9bGzt79hZAp2idcn.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];23/06/1972;Ben;4.4;8
44951;2500000;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];tt1222698;Beneath the Blue;Dolphin experts confront the US Navy when its sonar program is suspected of causing the animals' deaths.;0.99845;/3VLPBGS3kW8q5ixnYcMj1H71Qvx.jpg;[];16/11/2010;Beneath the Blue;6.5;10
1685;3000000;[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}];tt0065462;Beneath the Planet of the Apes;Astronaut Brent is sent to rescue Taylor but crash lands on the Planet of the Apes, just like Taylor did in the original film. Taylor has disappeared into the Forbidden Zone so Brent and Nova try to follow and find him. He discovers a cult of humans that fear the Apes' latest military movements and finds himself in the middle. Tension mounts to a climactic battle between ape and man deep in the bowels of the planet.;12.325.947;/qnJ2trS7tcHxmG4KIUMgAbIM9DG.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/05/1970;Beneath the Planet of the Apes;6.2;370
23069;0;[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}];tt0071206;Benji;A stray dog saves two kidnapped children.;154.283;/z7LpBlzRAjwKM4bSEIhv5YVc9KF.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/10/1974;Benji;6.1;35
21299;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}];tt0092638;Benji the Hunted;Benji has become stranded on a remote island after a boating accident. He finds himself struggling to survive in the wilderness, avoiding close encounters with a wolf, a bear, and a territorial female cougar with her cub.;230.019;/1n9BSkRe6j57oXkC1Kl64ki3As2.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/06/1987;Benji the Hunted;6.4;23
44415;0;[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}];tt0315273;Benji: Off the Leash!;Benji and his friends try to save his mother from a puppy mill.;0.305638;/vOKF6MY6sZcBRmqDxhp7HijosTX.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];26/03/2004;Benji: Off the Leash!;4.8;6
32049;0;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}];tt0106393;Best of the Best 2;In an underground fight club, blackbelt Travis Brickley is killed after losing to the evil martial arts master Brakus. Travis' death is witnessed by Walter Grady, the son of his best friend Alex Grady. Alex and his partner, Tommy Lee, vow to avenge their friend's death by defeating Brakus and shutting down the fight club.;13.053.072;/tu7xa8yzywtOjuffN5jEakqIp5N.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/01/1993;Best of the Best 2;6.1;30
36555;0;[{'id': 28, 'name': 'Action'}];tt0112483;Best of the Best 3: No Turning Back;Tommy Lee (Phillip Rhee) comes to visit his sister and finds that the town is being overrun with members of the Arian brotherhood. These Arian brothers certainly weren't expecting a Taekwondo expert to show up. Tommy and his sister's husband played by Christopher Mcdonald team up to stop the racism. whats better than watching neo-nazis get the crap kicked out of them? when the person kicking the crap out of them is dressed like homie the killer clown, complete with big red shoes and a foam nose. and thats just ONE of the MANY many many many many many cinematic jewels contained within this action packed blessing to the silver screen.this is the best worst martial arts film since sonny chiba's street fighter! you don't believe me? see for yourself namby-pants and check out the best of the best 3. now!!!;1.567.945;/iZIgaTii38fOSmUXnKYx1JaLZXx.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/05/1995;Best of the Best 3: No Turning Back;5.8;13
40819;0;[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}];tt1144539;Best Worst Movie;"A look at the making of the film Troll 2 (1990) and its journey from being crowned the ""worst film of all time"" to a cherished cult classic.";0.98166;/cScYcSVryWAaw9LlmGpBmpuEj9t.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'IS', 'name': 'Iceland'}, {'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}];01/01/2009;Best Worst Movie;7.4;49
14405;20000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt1014775;Beverly Hills Chihuahua;A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.;9.569.765;/AobUflZnhTBpXGDUobxwBd9fnon.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];03/10/2008;Beverly Hills Chihuahua;4.9;217
54540;0;[{'id': 10751, 'name': 'Family'}];tt1482393;Beverly Hills Chihuahua 2;in Disney's Beverly Hills Chihuahua 2, the comedy that's a pack of outrageous fun for the whole family. Puppy mayhem turns the lives of newlywed Chihuahua parents Papi and Chloe upside down when their rambunctious, mischievous puppies present one challenge after another. But when their human owners end up in trouble, the tiny pups will stop at nothing to save them - because in good times and hard times, the family always sticks together. So Papi, Chloe and the puppies embark on a heroic adventure, proving once again that big heroes come in small packages. Featuring an all-star cast, including George Lopez (voice of Papi), and complete with a litter of bonus features, this heartwarming tale of the meaning of family, friendship and loyalty is a special breed of fun - times five.;358.087;/e3ijGsYIKTeay7ooDmzhaK7GbiU.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/02/2011;Beverly Hills Chihuahua 2;5.4;60
90;15000000;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0086960;Beverly Hills Cop;Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.;8.503.483;/s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];29/11/1984;Beverly Hills Cop;6.8;985
96;20000000;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0092644;Beverly Hills Cop II;Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.;9.200.336;/2y1z1baxKT0coTTRlnkI6McnR9f.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/05/1987;Beverly Hills Cop II;6.1;627
306;50000000;[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0109254;Beverly Hills Cop III;Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.;11.787.784;/tw9gAhqQcBFX0X0XfVbWqUsmzoU.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];24/05/1994;Beverly Hills Cop III;5.5;445
40983;0;[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}];tt0068271;Beware! The Blob;A technician brings a frozen specimen of the original Blob back from the North Pole. When his wife accidentally defrosts the thing, it terrorizes the populace, including the local hippies, kittens, and bowlers.;0.978293;/nqDIlpbPslGUXRi8tXncZdGySOa.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];21/06/1972;Beware! The Blob;4.9;18
31638;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}];tt0078856;Beyond the Poseidon Adventure;"After ""The Poseidon Adventure"", in which the ship got flipped over by a tidal wave, the ship drifts bottom-up in the sea. While the passengers are still on board waiting to be rescued, two rivaling salvage parties enter the ship on search for money, gold and a small amount of plutonium.";3.276.763;/tzqtaIk0OuO47eUV2d6xO8kGmm8.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];18/05/1979;Beyond the Poseidon Adventure;5.3;28
34075;0;[];tt0249397;Beyond Witch Mountain;Made for TV movie and third Witch Mountain installment of the continuing exploits of the alien kids Tony and Tia. After news of the boy's amazing abilities surfaces Tony and Tia are sent to go find him knowing that the boy must be from their world. They are joined by an old friend Jason O'Day and a black cat named Winky. Together they race to find the boy before their old nemesis Aristotle Bolt does. Written by ElvenSprite;0.311312;/irWZh1uNtI0F1cE8zoE54lk93W7.jpg;[];20/02/1982;Beyond Witch Mountain;6.0;1
84177;0;[{'id': 99, 'name': 'Documentary'}];tt2090463;Big Boys Gone Bananas!*;Dole Food Company wages a campaign to prevent a pair of Swedish filmmakers from showing their documentary about a lawsuit against the company.;0.296487;/4wFU58n4AcmCQgJCa61fW4rPGpW.jpg;[{'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];19/11/2011;Big Boys Gone Bananas!*;7.2;7
9600;30000000;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}];tt0208003;Big Momma's House;When a street-smart FBI agent is sent to Georgia to protect a beautiful single mother and her son from an escaped convict, he is forced to impersonate a crass Southern granny known as Big Momma in order to remain incognito.;7.978.985;/bse0uwxF6daKzDbxZki1SYRNZkI.jpg;[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'US', 'name': 'United States of America'}];31/05/2000;Big Momma's House;5.6;514
11565;40000000;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];tt0421729;Big Momma's House 2;FBI agent Malcolm Turner goes back undercover as Big Momma, a slick-talking, slam-dunking Southern granny with attitude to spare! Now this granny must play nanny to three dysfunctional upper class kids in order to spy on their computer hacked dad.;7.622.875;/nrb1TjVFG4ZGmmIFaWxeEb0VGeE.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];26/01/2006;Big Momma's House 2;5.4;376
38322;32000000;[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}];tt1464174;Big Mommas: Like Father, Like Son;FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.;7.564.777;/tm2EddDwAfH79K4WAmSnvpHwoje.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];16/02/2011;Big Mommas: Like Father, Like Son;5.3;322
30502;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}];tt0094744;Big Top Pee-wee;Paul Reubens stars as Pee-wee Herman in his second full-length film about a farmer who joins the circus after a storm drops a big tent in his front yard. Pee-wee, along with an outlandish cast of animals and circus performers, puts on the best show ever.;15.227.522;/t9AiFl6kt5vMhXzMHTZ6651TECl.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];22/07/1988;Big Top Pee-wee;5.1;30
39113;0;[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}];tt0057887;Bikini Beach;A millionaire sets out to prove his theory that his pet chimpanzee is as intelligent as the teenagers who hang out on the local beach, where he is intending to build a retirement home.;0.706082;/ntBYSb9O1TWWOwv2Mh3aux9ouJH.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];22/07/1964;Bikini Beach;6.7;10
96105;0;[{'id': 35, 'name': 'Comedy'}];tt0101449;Bikini Summer;A group of friends are hired to redecorate a beach house while the elderly owners are out of town for the summer. Redecorating is the last thing on their minds, and a wild bikini filled summer is had by all. An imposter-photographer, a bikini designer, an all girl metal-band, and the token environmentalist all join forces in staging a riotous Bikini Contest... much to the consternation of the local D.A., and her loyal cadre of policemen.;0.001021;/4YXYfX2bSPEEX5WnICzvMTSJQqX.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];01/01/1991;Bikini Summer;4.5;2
74097;0;[{'id': 35, 'name': 'Comedy'}];tt0118720;Bikini Summer III: South Beach Heat;Jamie is a makeup artist for a local bikini contest on the beautiful South Beach of Miami. Her life appears to be falling apart when her boyfriend leaves her in a jealous rage. Her wild and gorgeous friends, Dev and Bink, convince her to be a contestant in the contest while her ex-boyfriend's bumbling private detective hilariously tries to track her. In a transformation of innocence to high-profile model, Jamie heats up Miami at South Beach.;0.07183;/pRKrjDoL1WMlnVoa83rzwG5AKtG.jpg;[];01/01/1997;Bikini Summer III: South Beach Heat;1.5;2
1649;0;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}];tt0101452;Bill & Ted's Bogus Journey;Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.;7.256.293;/svSPrV7o3pSwuuJcDrDLH1wNF8a.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];19/07/1991;Bill & Ted's Bogus Journey;5.9;311
1648;10000000;[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}];tt0096928;Bill & Ted's Excellent Adventure;"In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.";15.109.261;/b2yKJ1STPklVSRtso2Tg4TPXK7u.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];17/02/1989;Bill & Ted's Excellent Adventure;6.7;464
4889;0;[{'id': 53, 'name': 'Thriller'}];tt0061405;Billion Dollar Brain;A former British spy stumbles into in a plot to overthrow Communism with the help of a supercomputer. But who is working for whom?;2.129.835;/cTg6FvuVGtSH9ipGLQUUN0Ps4pp.jpg;[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}];02/11/1967;Billion Dollar Brain;5.3;24
21142;0;[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}];tt0066832;Billy Jack;"Ex-Green Beret hapkido expert saves wild horses from being slaughtered for dog food and helps protect a desert ""freedom school"" for runaway.";2.157.316;/jHPmFNhmCVdFhKk7oeaOaarafIC.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];02/08/1971;Billy Jack;6.5;18
78140;0;[{'id': 18, 'name': 'Drama'}];tt0075754;Billy Jack Goes to Washington;After a senator suddenly dies after completing (and sealing) an investigation into the nuclear power industry, the remaining senator and the state governor must decide on a person who will play along with their shady deals and not cause any problems. They decide on Billy Jack, currently sitting in prison after being sent to jail at the end of his previous film, as they don't expect him to be capable of much, and they think he will attract young voters to the party.;0.357885;/7I4OpEU8A2tXtKHKjoZ1xkYqMg6.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];16/04/1977;Billy Jack Goes to Washington;6.4;5
366143;0;[{'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}];tt5242320;Binky Nelson Unpacified;Little baby needs his pacifier, but loses it during a heist in a museum. What will he do?  Short #3 from the 'Minions: 3 Mini-Movie Collection'.;3.232.132;/o9iZuaj8SFnUGQ0NuyPclH6MD2g.jpg;[{'iso_3166_1': 'US', 'name': 'United States of America'}];04/11/2015;Binky Nelson Unpacified;5.7;12
133121;0;[{'id': 16, 'name': 'Animation'}];tt1753496;Biohazard: Damnation;"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.";16.532.373;/hj2xHc35cEscP7oj6DqCK6IbNIC.jpg;[{'iso_3166_1': 'JP', 'name': 'Japan'}];25/09/2012;Resident Evil: Damnation;6.3;186
21379;0;[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}];tt0387658;Bionicle 2: Legends of Metru Nui;The legends tells the story of how the Toa came to be, chosen from the pool of Matoran youth in the great city of Metru Nui and, though physically transformed, hardly prepared for increased size and super heroic powers. Now in short order, the Toa--who babble and bicker like agitated adolescents--have to master their new gifts, impress their leader, and prepare to protect their home.;153.998;/myJvicVb94jeW8I4UmCMwjFqtQx.jpg;[];01/01/2004;Bionicle 2: Legends of Metru Nui;5.8;8
